,Title,ID,Vote_Avg,Vote_Count,Popularity,release_year,Director,Gender,Revenue,Budget
609,Suburbicon,395458,5.6,534,15.637,2017,George Clooney,male,5775178,25000000
610,The Hangover Part III,109439,6.1,4046,15.634,2013,Todd Phillips,male,362000072,103000000
611,The Hangover Part II,45243,6.3,5008,15.619,2011,Todd Phillips,male,254455986,80000000
612,The Great Gatsby,64682,7.3,5517,15.619,2013,Baz Luhrmann,male,351040419,105000000
613,Cold Skin,428399,5.7,77,15.617,2017,Xavier Gens,male,0,9831962
614,Nymphomaniac: Vol. II,249397,6.7,1139,15.616,2013,Lars von Trier,male,2227167,0
615,Jack Reacher: Never Go Back,343611,5.4,2340,15.602,2016,Edward Zwick,male,162146076,60000000
616,Lethal Weapon 2,942,6.8,1384,15.597,1989,Richard Donner,male,227853986,25000000
617,Creed,312221,7.3,2812,15.583,2015,Ryan Coogler,male,173567581,37000000
618,The Belko Experiment,341006,6.1,562,15.558,2016,Greg McLean,male,10166820,5000000
619,Monsters University,62211,7.0,4975,15.548,2013,Dan Scanlon,male,743559607,200000000
620,Australia,6972,6.4,1002,15.533,2008,Baz Luhrmann,male,49554002,130000000
621,The Exorcist,9552,7.6,2900,15.524,1973,William Friedkin,male,441306145,8000000
622,A.I. Artificial Intelligence,644,6.9,2763,15.52,2001,Steven Spielberg,male,235926552,100000000
623,The Pelican Brief,9944,6.4,528,15.508,1993,Alan J. Pakula,male,195268056,45000000
624,From Russia with Love,657,7.1,1063,15.507,1963,Terence Young,male,78898765,2000000
625,The Snowman,372343,5.0,836,15.506,2017,Tomas Alfredson,male,43084060,35000000
626,Thoroughbreds,397722,6.4,130,15.502,2018,Cory Finley,male,2830775,0
627,Inferno,207932,5.8,3065,15.499,2016,Ron Howard,male,220021259,75000000
628,Kung Fu Panda 2,49444,6.7,2754,15.497,2011,Jennifer Yuh Nelson,female,665692281,150000000
629,Les Misérables,82695,7.3,2573,15.487,2012,Tom Hooper,male,441809770,61000000
630,Phone Booth,1817,6.8,1502,15.484,2002,Joel Schumacher,male,97837138,13000000
631,The Insult,468284,7.6,103,15.483,2017,Ziad Doueiri,male,1001305,3000000
632,Fargo,275,7.8,2977,15.481,1996,Joel Coen,male,60611975,7000000
633,Cloverfield,7191,6.5,3284,15.478,2008,Matt Reeves,male,170764026,25000000
634,Hugo,44826,7.1,3082,15.478,2011,Martin Scorsese,male,185770160,170000000
635,Every Day,465136,6.8,316,15.478,2018,Michael Sucsy,male,3623502,4900000
636,Galaxy Quest,926,7.0,915,15.464,1999,Dean Parisot,male,90683916,45000000
637,The Man Who Knew Infinity,353326,7.1,491,15.461,2016,Matt Brown,male,11472454,0
638,All the President's Men,891,7.7,591,15.453,1976,Alan J. Pakula,male,70600000,8500000
639,The Hitman's Bodyguard,390043,6.7,2143,15.452,2017,Patrick Hughes,male,176586701,30000000
640,The Huntsman: Winter's War,290595,6.1,2253,15.437,2016,Cedric Nicolas-Troyan,male,164602163,115000000
641,Spider-Man,557,7.0,7613,15.422,2002,Sam Raimi,male,821708551,139000000
642,Charlie and the Chocolate Factory,118,6.8,6003,15.415,2005,Tim Burton,male,474968763,150000000
643,The Miseducation of Cameron Post,426613,8.1,7,15.391,2018,Desiree Akhavan,female,0,0
644,Wrong Turn 3: Left for Dead,23823,5.0,313,15.384,2009,Declan O'Brien,male,0,0
645,Collateral,1538,7.1,2002,15.384,2004,Michael Mann,male,217764291,65000000
646,Forbidden Planet,830,7.3,312,15.379,1956,Fred M. Wilcox,male,3250000,1900000
647,Indiana Jones and the Last Crusade,89,7.7,4248,15.375,1989,Steven Spielberg,male,474171806,48000000
648,Home Alone 2: Lost in New York,772,6.4,3596,15.364,1992,Chris Columbus,male,358991681,18000000
649,A Beautiful Mind,453,7.8,4237,15.36,2001,Ron Howard,male,313542341,60000000
650,Easy A,37735,6.8,3133,15.358,2010,Will Gluck,male,74952305,8000000
651,Psycho,539,8.4,3605,15.356,1960,Alfred Hitchcock,male,32000000,806948
652,Shaun of the Dead,747,7.6,3376,15.342,2004,Edgar Wright,male,30332385,4000000
653,Eternal Sunshine of the Spotless Mind,38,8.0,5459,15.333,2004,Michel Gondry,male,72258126,20000000
654,The Man Who Knew Too Much,574,7.4,393,15.332,1956,Alfred Hitchcock,male,10250000,2500000
655,The Evil Dead,764,7.3,1313,15.331,1981,Sam Raimi,male,29400000,350000
656,Wrong Turn 4: Bloody Beginnings,71672,5.3,304,15.326,2011,Declan O'Brien,male,0,0
657,Batman & Robin,415,4.2,2048,15.311,1997,Joel Schumacher,male,238207122,125000000
658,Journey 2: The Mysterious Island,72545,5.8,1553,15.307,2012,Brad Peyton,male,355692760,79000000
659,Bright,400106,6.3,2130,15.302,2017,David Ayer,male,0,90000000
660,Asterix & Obelix: Mission Cleopatra,2899,7.3,1195,15.291,2002,Alain Chabat,male,111127553,0
661,Ouija,242512,5.0,1318,15.29,2014,Stiles White,,103590271,5000000
662,The Land Before Time,12144,7.0,973,15.278,1988,Don Bluth,male,84460846,12300000
663,A Walk in the Woods,232572,5.8,338,15.268,2015,Ken Kwapis,male,35991087,8000000
664,Dragonheart: Battle for the Heartfire,451644,5.7,63,15.264,2017,Patrik Syversen,male,0,0
665,American Psycho,1359,7.3,3086,15.256,2000,Mary Harron,female,34266564,7000000
666,Lethal Weapon,941,7.1,1828,15.218,1987,Richard Donner,male,120207127,15000000
667,A Cure for Wellness,340837,6.1,1553,15.213,2017,Gore Verbinski,male,26559557,40000000
668,There's Something About Mary,544,6.5,2232,15.193,1998,Bobby Farrelly,male,369884651,23000000
669,Superman,1924,7.0,1456,15.169,1978,Richard Donner,male,300218018,55000000
670,Million Dollar Baby,70,7.9,3629,15.133,2004,Clint Eastwood,male,216763646,30000000
671,It Follows,270303,6.5,2637,15.108,2014,David Robert Mitchell,male,14674076,2000000
672,Alice in Wonderland,12092,7.1,2318,15.098,1951,Clyde Geronimi,male,572000000,3000000
673,Cargo,425972,6.4,343,15.069,2017,Ben Howling,male,0,0
674,The Invisible Guest,411088,8.2,893,15.068,2016,Oriol Paulo,male,30000000,4000000
675,Madagascar: Escape 2 Africa,10527,6.3,2741,15.065,2008,Eric Darnell,male,603900354,150000000
676,Braven,459910,6.1,150,15.063,2018,Lin Oeding,female,0,0
677,Night at the Museum,1593,6.4,4409,15.056,2006,Shawn Levy,male,574480841,110000000
678,Shrek Forever After,10192,6.1,2874,15.056,2010,Mike Mitchell,male,752600867,165000000
679,Unforgiven,33,7.9,1519,15.05,1992,Clint Eastwood,male,159157447,14000000
680,Ocean's Thirteen,298,6.6,2706,15.046,2007,Steven Soderbergh,male,311312624,85000000
681,Beirut,399248,6.2,96,15.028,2018,Brad Anderson,male,201901,0
682,Any Given Sunday,9563,6.8,625,15.024,1999,Oliver Stone,male,100230832,55000000
683,Percy Jackson & the Olympians: The Lightning Thief,32657,6.1,3022,15.012,2010,Chris Columbus,male,226497209,95000000
684,Step Up,9762,6.8,1647,15.011,2006,Anne Fletcher,female,114194847,12000000
685,The Hitchhiker's Guide to the Galaxy,7453,6.7,1848,15.002,2005,Garth Jennings,male,104478416,50000000
686,Goldfinger,658,7.4,1361,14.987,1964,Guy Hamilton,male,124881062,2500000
687,Catch Me If You Can,640,7.8,5448,14.984,2002,Steven Spielberg,male,352114312,52000000
688,Forever My Girl,417261,7.1,136,14.984,2018,Bethany Ashton Wolf,female,16367326,3500000
689,The Pursuit of Happyness,1402,7.8,3812,14.978,2006,Gabriele Muccino,male,307077295,55000000
690,Shot Caller,339692,6.8,719,14.967,2017,Ric Roman Waugh,male,0,0
691,14 and Under,80295,6.0,11,14.938,1973,Ernst Hofbauer,male,0,0
692,(500) Days of Summer,19913,7.2,4251,14.938,2009,Marc Webb,male,60722734,7500000
693,Licence to Kill,709,6.1,736,14.917,1989,John Glen,male,156167015,32000000
694,Zombieland,19908,7.2,4866,14.917,2009,Ruben Fleischer,male,102391382,23600000
695,Kill Bill: Vol. 2,393,7.8,5724,14.902,2004,Quentin Tarantino,male,152159461,30000000
696,The Transporter,4108,6.6,2288,14.896,2002,Louis Leterrier,male,43928932,21000000
697,A View to a Kill,707,6.1,686,14.886,1985,John Glen,male,152427960,30000000
698,I Saw the Devil,49797,7.6,733,14.878,2010,Kim Jee-woon,female,0,0
699,The Mummy,282035,5.4,3458,14.871,2017,Alex Kurtzman,male,407778013,125000000
700,Watchmen,13183,7.2,3887,14.869,2009,Zack Snyder,male,185258983,130000000
701,War of the Worlds,74,6.2,3401,14.86,2005,Steven Spielberg,male,591739379,132000000
702,Vinnukkum Mannukkum,78622,3.5,1,14.855,2001,Rajakumaran,,0,0
703,Chronicle,76726,6.7,2536,14.843,2012,Josh Trank,male,145000000,15000000
704,Wrong Turn 5: Bloodlines,125509,4.9,305,14.836,2012,Declan O'Brien,male,0,0
705,300: Rise of an Empire,53182,6.0,3153,14.828,2014,Noam Murro,male,337580051,110000000
706,Battleship,44833,5.6,2675,14.826,2012,Peter Berg,male,303025485,209000000
707,Paddington 2,346648,7.5,463,14.818,2017,Paul King,male,185847106,40000000
708,One Hundred and One Dalmatians,12230,6.9,2442,14.807,1961,Clyde Geronimi,male,215880014,4000000
709,Heat,949,7.8,2514,14.799,1995,Michael Mann,male,187436818,60000000
710,The Bourne Supremacy,2502,7.3,3602,14.799,2004,Paul Greengrass,male,288500217,75000000
711,Secret of the Wings,75258,6.8,429,14.777,2012,Roberts Gannaway,male,0,0
712,Scary Movie 5,4258,4.6,1153,14.766,2013,Malcolm D. Lee,male,78378744,20000000
713,Minority Report,180,7.2,3635,14.758,2002,Steven Spielberg,male,358372926,102000000
714,Despicable Me 3,324852,6.3,3181,14.743,2017,Kyle Balda,male,1031552585,80000000
715,The 40 Year Old Virgin,6957,6.2,2738,14.73,2005,Judd Apatow,male,109449237,26000000
716,Her,152601,7.9,5856,14.72,2013,Spike Jonze,male,47351251,23000000
717,Child 44,181283,6.1,736,14.717,2015,Daniel Espinosa,male,3324330,50000000
718,Starship Troopers,563,6.8,2023,14.705,1997,Paul Verhoeven,male,121214377,105000000
719,Sully,363676,7.0,2991,14.703,2016,Clint Eastwood,male,238470033,60000000
720,Die Hard: With a Vengeance,1572,7.1,2677,14.697,1995,John McTiernan,male,366101666,90000000
721,Constantine,561,6.7,2489,14.693,2005,Francis Lawrence,male,230884728,100000000
722,Land of the Dead,11683,6.1,534,14.69,2005,George A. Romero,male,46770602,15000000
723,Sucker Punch,23629,6.0,2229,14.686,2011,Zack Snyder,male,89792502,82000000
724,The Mummy: Tomb of the Dragon Emperor,1735,5.2,1951,14.685,2008,Rob Cohen,male,401128639,145000000
725,Die Hard 2,1573,6.8,2424,14.685,1990,Renny Harlin,male,240031094,70000000
726,Hairspray,2976,6.5,1065,14.674,2007,Adam Shankman,male,90450008,50000000
727,The Florida Project,394117,7.4,704,14.669,2017,Sean Baker,male,5904366,2000000
728,Cast Away,8358,7.5,4575,14.656,2000,Robert Zemeckis,male,429632142,90000000
729,Diamonds Are Forever,681,6.4,760,14.654,1971,Guy Hamilton,male,116019547,7200000
730,Meet the Fockers,693,6.1,2028,14.652,2004,Jay Roach,male,516642939,80000000
731,The Fault in Our Stars,222935,7.6,5516,14.643,2014,Josh Boone,male,307166834,12000000
732,The Killing of a Sacred Deer,399057,6.8,791,14.621,2017,Yorgos Lanthimos,male,2291901,0
733,Sherlock Holmes: A Game of Shadows,58574,7.0,5210,14.619,2011,Guy Ritchie,male,334615000,125000000
734,The Golden Compass,2268,5.9,1948,14.599,2007,Chris Weitz,male,372234864,180000000
735,On Her Majesty's Secret Service,668,6.5,648,14.583,1969,Peter R. Hunt,male,81974493,6500000
736,Moonlight,376867,7.3,2917,14.579,2016,Barry Jenkins,male,65046687,4000000
737,Moneyball,60308,7.1,1832,14.567,2011,Bennett Miller,male,110206216,50000000
738,Drive,64690,7.5,5265,14.565,2011,Nicolas Winding Refn,male,78054825,15000000
739,Alien³,8077,6.3,2196,14.56,1992,David Fincher,male,159773545,50000000
740,I Am Sam,10950,7.4,778,14.557,2001,Jessie Nelson,female,92542418,22000000
741,Ballet Shoes,20497,6.4,133,14.542,2008,Sandra Goldbacher,female,0,0
742,Amélie,194,7.9,4684,14.528,2001,Jean-Pierre Jeunet,male,173921954,10000000
743,Alien Resurrection,8078,6.0,1873,14.524,1997,Jean-Pierre Jeunet,male,162000000,70000000
744,The November Man,254904,6.1,753,14.52,2014,Roger Donaldson,male,32556119,15000000
745,Papillon,433498,6.5,57,14.519,2018,Michael Noer,male,0,0
746,Derailed,17774,4.0,73,14.507,2002,Bob Misiorowski,male,0,0
747,Star Trek,13475,7.4,5456,14.487,2009,J.J. Abrams,male,385680446,150000000
748,Robots,9928,6.1,1871,14.48,2005,Chris Wedge,male,260696994,75000000
749,"The Good, the Bad and the Ugly",429,8.3,3182,14.475,1966,Sergio Leone,male,6000000,1200000
750,The Lego Batman Movie,324849,7.2,2223,14.473,2017,Chris McKay,male,311950384,80000000
751,Live and Let Die,253,6.5,722,14.452,1973,Guy Hamilton,male,161777836,7000000
752,Death Race,10483,6.1,1615,14.444,2008,Paul W.S. Anderson,male,73762516,45000000
753,Trainspotting,627,7.9,4022,14.442,1996,Danny Boyle,male,16491080,4000000
754,Cloudy with a Chance of Meatballs,22794,6.5,2462,14.441,2009,Phil Lord,male,242988466,100000000
755,Sleepy Hollow,2668,7.0,2628,14.438,1999,Tim Burton,male,206071502,100000000
756,Evil Dead,109428,6.4,2192,14.427,2013,Fede Alvarez,male,97542952,17000000
757,Rush,96721,7.7,3089,14.414,2013,Ron Howard,male,90247624,38000000
758,47 Meters Down,403119,5.4,1080,14.409,2017,Johannes Roberts,male,44235023,5500000
759,Sixteen Candles,15144,6.9,649,14.406,1984,John Hughes,male,23686027,6500000
760,Sleeping Beauty,10882,6.8,2000,14.403,1959,Clyde Geronimi,male,51000000,6000000
761,The Simpsons Movie,35,6.9,3497,14.401,2007,David Silverman,male,527068851,75000000
762,Percy Jackson: Sea of Monsters,76285,5.9,2331,14.401,2013,Thor Freudenthal,male,174578751,90000000
763,Teen Beach 2,325189,6.2,171,14.395,2015,Jeffrey Hornaday,male,0,0
764,Logan Lucky,399170,6.6,1021,14.394,2017,Steven Soderbergh,male,47299234,29000000
765,Loving Vincent,339877,8.3,721,14.393,2017,Dorota Kobiela,female,6735118,5500000
766,Dead Poets Society,207,8.3,4250,14.372,1989,Peter Weir,male,235860116,16400000
767,The Mountain Between Us,290512,6.5,806,14.369,2017,Hany Abu-Assad,male,62832209,35000000
768,The World Is Not Enough,36643,6.2,1182,14.362,1999,Michael Apted,male,361832400,135000000
769,Doom,8814,5.0,800,14.36,2005,Andrzej Bartkowiak,male,55987321,60000000
770,Kidnap,293768,6.0,616,14.358,2017,Luis Prieto,male,30718107,21000000
771,My Husband's Tutor,437027,1.0,1,14.351,2017,,,0,0
772,How It Ends,475210,5.2,166,14.346,2018,David M. Rosenthal,male,0,20000000
773,Kagemusha,11953,7.9,197,14.343,1980,Akira Kurosawa,male,0,0
774,The Color Purple,873,7.8,526,14.336,1985,Steven Spielberg,male,146292009,15000000
775,Something Something... Unakkum Enakkum,63815,8.0,5,14.325,2006,M. Raja,,0,0
776,1922,452507,6.0,752,14.317,2017,Zak Hilditch,male,0,0
777,The Dreamers,1278,7.2,1088,14.303,2003,Bernardo Bertolucci,male,15121165,15000000
778,Cats & Dogs,10992,5.1,550,14.301,2001,Lawrence Guterman,male,93375151,60000000
779,Mary Magdalene,407439,6.3,93,14.298,2018,Garth Davis,male,10940439,0
780,The Conjuring 2,259693,7.1,2879,14.294,2016,James Wan,male,320170008,40000000
781,Johnny English Reborn,58233,6.0,1336,14.293,2011,Oliver Parker,male,160078586,45000000
782,Austin Powers: The Spy Who Shagged Me,817,6.2,1403,14.258,1999,Jay Roach,male,312016858,33000000
783,Batman Ninja,485942,6.0,112,14.257,2018,Junpei Mizusaki,,0,0
784,Paranormal Activity 4,82990,5.3,786,14.253,2012,Henry Joost,male,142817992,5000000
785,Source Code,45612,7.2,3563,14.248,2011,Duncan Jones,male,147332697,32000000
786,Eighth Grade,489925,10.0,8,14.243,2018,Bo Burnham,male,252284,0
787,The Ottoman Lieutenant,433356,6.0,89,14.237,2017,Joseph Ruben,male,240978,40000000
788,The Da Vinci Code,591,6.6,3943,14.224,2006,Ron Howard,male,767820459,125000000
789,Mulan,10674,7.8,3337,14.216,1998,Tony Bancroft,male,304320254,90000000
790,Below Her Mouth,370663,6.1,253,14.215,2017,April Mullen,female,0,0
791,A Bug's Life,9487,6.9,3644,14.214,1998,John Lasseter,male,363258859,120000000
792,Superbad,8363,7.0,2783,14.213,2007,Greg Mottola,male,121463226,20000000
793,For Your Eyes Only,699,6.5,673,14.191,1981,John Glen,male,195312802,28000000
794,Castle in the Sky,10515,7.9,1229,14.156,1986,Hayao Miyazaki,,0,0
795,Undisputed III : Redemption,38234,7.4,242,14.138,2010,Isaac Florentine,male,0,3000000
796,In the Realm of the Senses,5879,6.5,144,14.133,1976,Nagisa Ōshima,female,0,0
797,The Great Wall,311324,5.8,2112,14.131,2016,Zhang Yimou,,331957105,150000000
798,Lara Croft: Tomb Raider – The Cradle of Life,1996,5.6,1954,14.126,2003,Jan de Bont,male,156505388,95000000
799,Vice,307663,4.2,282,14.102,2015,Brian A Miller,male,0,10000000
800,Alice Through the Looking Glass,241259,6.5,2737,14.097,2016,James Bobin,male,299370084,170000000
801,Kanchana 3,498580,0.0,0,14.094,2018,Lawrence Raghavendra,male,0,0
802,Hansel & Gretel: Witch Hunters,60304,5.8,3881,14.088,2013,Tommy Wirkola,male,224803475,50000000
803,King Kong,254,6.7,3348,14.086,2005,Peter Jackson,male,550517357,207000000
804,Sharknado 5: Global Swarming,438970,4.6,86,14.082,2017,Anthony C. Ferrante,male,0,3000000
805,The Cabin in the Woods,22970,6.6,3116,14.059,2012,Drew Goddard,male,70742948,30000000
806,The ComDads,10484,6.5,109,14.053,1983,Francis Veber,male,0,0
807,Cult of Chucky,393345,5.1,381,14.045,2017,Don Mancini,male,0,0
808,The Princess and the Frog,10198,6.9,1915,14.041,2009,Ron Clements,male,270997378,105000000
809,Men in Black 3,41154,6.3,5286,14.04,2012,Barry Sonnenfeld,male,624026776,225000000
810,Cats & Dogs: The Revenge of Kitty Galore,39691,4.8,180,14.025,2010,Brad Peyton,male,112483764,85000000
811,Stepmom,427291,0.0,0,14.017,2016,Kim Moo-won,female,0,0
812,City of God,598,8.3,2486,14.01,2002,Fernando Meirelles,male,30641770,3300000
813,Nausicaä of the Valley of the Wind,81,7.8,1111,14.002,1984,Hayao Miyazaki,,3301446,1000000
814,Rain Man,380,7.7,2457,14.0,1988,Barry Levinson,male,412800000,25000000
815,Child's Play,10585,6.4,880,13.996,1988,Tom Holland,male,44196684,9000000
816,Operation Red Sea,460555,6.5,18,13.987,2018,Dante Lam,male,378942213,70000000
817,"Crazy, Stupid, Love.",50646,7.1,3479,13.983,2011,Glenn Ficarra,male,142851197,50000000
818,The Magnificent Seven,333484,6.1,3016,13.975,2016,Antoine Fuqua,male,162360636,90000000
819,Mary and the Witch's Flower,430447,7.0,145,13.971,2017,Hiromasa Yonebayashi,male,0,0
820,Spotlight,314365,7.8,3788,13.963,2015,Tom McCarthy,male,88346473,20000000
821,The Week Of,465109,5.0,163,13.96,2018,Robert Smigel,male,0,0
822,The Perks of Being a Wallflower,84892,7.8,4388,13.959,2012,Stephen Chbosky,male,33400000,13000000
823,The Godfather: Part III,242,7.3,2253,13.945,1990,Francis Ford Coppola,male,136766062,54000000
824,TRON: Legacy,20526,6.3,3633,13.945,2010,Joseph Kosinski,male,400062763,170000000
825,The Predator,346910,0.0,11,13.943,2018,Shane Black,male,0,0
826,Twelve Monkeys,63,7.5,3439,13.942,1995,Terry Gilliam,male,168840000,29500000
827,300,1271,7.1,6583,13.941,2006,Zack Snyder,male,422610419,65000000
828,Lilo & Stitch,11544,7.3,2148,13.931,2002,Dean DeBlois,male,145771527,80000000
829,G.I. Joe: Retaliation,72559,5.5,3488,13.912,2013,Jon M. Chu,male,371876278,130000000
830,The Battleship Island,436391,7.1,67,13.9,2017,Ryoo Seung-wan,female,0,0
831,Pokémon: The First Movie: Mewtwo Strikes Back,10228,6.8,492,13.889,1998,Michael Haigney,male,163644662,30000000
832,Okja,387426,7.6,1572,13.887,2017,Bong Joon-ho,male,0,50000000
833,Indiana Jones and the Kingdom of the Crystal Skull,217,5.8,3504,13.879,2008,Steven Spielberg,male,786636033,185000000
834,We're the Millers,138832,6.8,4134,13.878,2013,Rawson Thurber,,269994119,37000000
835,Cheeky,22705,5.5,56,13.872,2000,Tinto Brass,male,0,0
836,Good Will Hunting,489,8.0,4199,13.871,1997,Gus Van Sant,male,225933435,10000000
837,American Hustle,168672,6.8,3714,13.869,2013,David O. Russell,male,251171807,40000000
838,Proud Mary,442064,5.5,180,13.869,2018,Babak Najafi,male,21753365,14000000
839,In the Heart of the Sea,205775,6.5,1736,13.865,2015,Ron Howard,male,93820758,100000000
840,Sister's Younger Husband,418827,8.5,2,13.865,2016,Park Eun-ho,male,0,0
841,The Living Daylights,708,6.3,603,13.864,1987,John Glen,male,191185897,40000000
842,Citizen Kane,15,8.1,1792,13.854,1941,Orson Welles,male,23217674,839727
843,Annie Hall,703,7.8,1507,13.853,1977,Woody Allen,male,38251425,4000000
844,Lady and the Tramp,10340,7.0,1925,13.853,1955,Clyde Geronimi,male,93600000,0
845,Maayanadhi,458741,6.7,6,13.846,2017,Aashiq Abu,,0,0
846,Ya veremos,525213,0.0,0,13.844,2018,Pedro Pablo Ibarra,male,0,0
847,Gothika,4970,5.9,903,13.84,2003,Mathieu Kassovitz,male,141591324,40000000
848,Me Before You,296096,7.6,4204,13.839,2016,Thea Sharrock,female,207945075,20000000
849,Noah,86834,5.5,3174,13.832,2014,Darren Aronofsky,male,362637473,125000000
850,Rio 2,172385,6.3,1363,13.823,2014,Carlos Saldanha,male,500188435,103000000
851,Vertigo,426,8.2,1774,13.814,1958,Alfred Hitchcock,male,28000000,2479000
852,The Idiots,452,6.6,165,13.792,1998,Lars von Trier,male,7235,2500000
853,Cheaper by the Dozen 2,9641,5.8,778,13.787,2005,Adam Shankman,male,129181830,60000000
854,Scary Movie 3,4256,5.8,1449,13.787,2003,David Zucker,male,220673217,48000000
855,Letters to Juliet,37056,6.7,1178,13.784,2010,Gary Winick,male,82148538,30000000
856,Planet of the Apes,871,7.6,1312,13.782,1968,Franklin J. Schaffner,male,33395426,5800000
857,ParaNorman,77174,6.8,1026,13.78,2012,Sam Fell,male,107139399,60000000
858,Never Back Down: No Surrender,391757,6.5,126,13.779,2016,Michael Jai White,male,0,0
859,Young Mother: The Original,405817,0.0,0,13.762,2016,Jeong Do-soo,female,0,0
860,Kiki's Delivery Service,16859,7.7,1093,13.754,1989,Hayao Miyazaki,,18172849,6900000
861,Terminator Salvation,534,5.9,3118,13.752,2009,McG,,371353001,200000000
862,Batman Returns,364,6.7,2408,13.743,1992,Tim Burton,male,280000000,80000000
863,Miss Peregrine's Home for Peculiar Children,283366,6.6,4907,13.74,2016,Tim Burton,male,296485719,110000000
864,Suicide Squad: Hell to Pay,487242,6.9,89,13.734,2018,Sam Liu,male,0,0
865,The Hurt Locker,12162,7.2,2469,13.734,2008,Kathryn Bigelow,female,42000000,15000000
866,Need for Speed,136797,6.1,1926,13.729,2014,Scott Waugh,male,203277636,66000000
867,The Legend of Tarzan,258489,5.7,3415,13.728,2016,David Yates,male,356743061,180000000
868,Mary Poppins,433,7.5,1789,13.727,1964,Robert Stevenson,male,102272727,6000000
869,Stronger,395993,7.0,444,13.725,2017,David Gordon Green,male,5796490,30000000
870,My Sister-in-law's Job,482204,0.0,0,13.706,2017,No Hyun-jin,,0,0
871,Anaconda,9360,4.8,883,13.704,1997,Luis Llosa,male,136,45
872,Atlantis: The Lost Empire,10865,6.7,1837,13.697,2001,Gary Trousdale,male,186053725,120000000
873,Super 8,37686,6.7,3271,13.696,2011,J.J. Abrams,male,260095987,50000000
874,6 Days,347984,6.0,215,13.694,2017,Toa Fraser,,4886,0
875,Austin Powers in Goldmember,818,5.9,1356,13.691,2002,Jay Roach,male,296655431,63000000
876,Platoon,792,7.6,1673,13.683,1986,Oliver Stone,male,138530565,6000000
877,Saw III,214,6.3,1697,13.675,2006,Darren Lynn Bousman,male,163876815,10000000
878,Finding Neverland,866,7.3,1793,13.665,2004,Marc Forster,male,116766556,25000000
879,Neighbors,195589,6.2,3656,13.657,2014,Nicholas Stoller,male,268157400,18000000
880,You Only Live Twice,667,6.6,734,13.656,1967,Lewis Gilbert,male,111584787,9500000
881,War Dogs,308266,6.8,1909,13.655,2016,Todd Phillips,male,86234523,40000000
882,10 Things I Hate About You,4951,7.4,2605,13.654,1999,Gil Junger,male,53478166,16000000
883,The Jungle Book,278927,6.8,4117,13.636,2016,Jon Favreau,male,966550600,175000000
884,Unfriended,277685,5.4,1511,13.635,2015,Levan Gabriadze,male,62882090,1000000
885,Seven Samurai,346,8.3,1158,13.634,1954,Akira Kurosawa,male,271841,2000000
886,American Pie Presents: Band Camp,8274,5.3,826,13.632,2005,Steve Rash,male,0,10000000
887,Home,228161,6.8,1919,13.62,2015,Tim Johnson,male,368871007,135000000
888,Looper,59967,6.7,5780,13.619,2012,Rian Johnson,male,47042000,30000000
889,Mean Girls,10625,7.0,3476,13.618,2004,Mark Waters,male,129042871,17000000
890,The Chronicles of Narnia: The Voyage of the Dawn Treader,10140,6.2,2338,13.617,2010,Michael Apted,male,415686217,155000000
891,Black Hawk Down,855,7.3,2405,13.608,2001,Ridley Scott,male,172989651,92000000
892,The Curious Case of Benjamin Button,4922,7.4,4838,13.604,2008,David Fincher,male,333932083,150000000
893,Mom and Dad,401561,5.2,189,13.589,2018,Brian Taylor,male,0,0
894,The Secret Life of Walter Mitty,116745,7.1,4068,13.583,2013,Ben Stiller,male,188133322,90000000
895,Limitless,51876,7.1,5033,13.583,2011,Neil Burger,male,161849455,27000000
896,Terminator 3: Rise of the Machines,296,6.0,2865,13.579,2003,Jonathan Mostow,male,435000000,200000000
897,The Theory of Everything,266856,7.9,4870,13.576,2014,James Marsh,male,123726688,15000000
898,Mr. Peabody & Sherman,82703,6.7,1089,13.575,2014,Rob Minkoff,male,272912430,145000000
899,Saw VI,22804,6.1,1150,13.574,2009,Kevin Greutert,male,68233629,11000000
900,The Smurfs,41513,5.6,1637,13.567,2011,Raja Gosnell,male,563749323,110000000
901,Miss Sloane,376290,7.3,650,13.567,2016,John Madden,male,9101546,13000000
902,The Princess Bride,2493,7.6,1879,13.537,1987,Rob Reiner,male,30857814,16000000
903,Pinocchio,10895,7.0,2142,13.492,1940,Hamilton Luske,male,84300000,2600000
904,Aliens vs Predator: Requiem,440,4.9,999,13.49,2007,Colin Strause,male,41797066,40000000
905,Déjà Vu,7551,6.7,1999,13.488,2006,Tony Scott,male,180557550,75000000
906,Ghost Rider: Spirit of Vengeance,71676,4.7,1584,13.485,2011,Mark Neveldine,male,149217355,57000000
907,Undisputed II: Last Man Standing,15255,7.0,198,13.481,2006,Isaac Florentine,male,0,0
908,Surrogates,19959,6.0,1533,13.479,2009,Jonathan Mostow,male,122444772,80000000
909,The Shallows,332567,6.3,2278,13.475,2016,Jaume Collet-Serra,male,119100758,17000000
910,Spitfire,524377,0.0,0,13.474,2018,David Fairhead,male,0,0
911,Big Legend,526224,5.7,10,13.469,2018,Justin Lee,male,0,0
912,When We First Met,433310,6.7,776,13.466,2018,Ari Sandel,male,0,10000000
913,Pan's Labyrinth,1417,7.7,4538,13.465,2006,Guillermo del Toro,male,83258226,19000000
914,Texas Chainsaw 3D,76617,5.3,621,13.463,2013,John Luessenhop,male,0,10000000
